name,price,ean
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Punasipuli 500g Suomi 2lk,1.19,6415350002804
K-Menu ohuen ohut possupaisti 150g,1.49,6410405155795
Klementiini Arrufatina Espanja 1lk,2.19,2000511100006
Valio Plus maito 1l rasvaton,1.75,6408430000289
Korpela suussasulava paahtokinkku 200g v,2.65,6407970010352
Järvikylä lollorosso rkk Suomi1lk,1.79,6416046679126
,,6417000015127
Pirkka tonnikalapala 200/150g öljyssä,1.69,6410402010318
error,,64016641
Hannun tummat jälkiuunipalat 180g glutee,4.75,6430047632041
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Atria Hiillos grillimakkara 400g,1.95,6407870074881
PORVOON HERKKU LAKRITSI,7.56,2000960300002
,,6411090041035
Ilta-Sanomat oheistuote,2.9,6414880361450
Corega Tabs puhdistustabletti 3 Min 36',4.95,8710464120276
Kalinka kerrosjog 150g persikka-lakka vl,0.51,6413300018004
Järvikylä friseesalaatti ps FI 1lk 48h,1.29,6416046660001
"Pirkka hiilihap vesi 1,5l omena",1.79,6410405080417
Salaattiannos itsepalvelu,14.9,2000265000003
Arla 1%-viili 200g vlakt,0.43,6413300020519
Mynthon pastilli 31g mustaher sokton,0.89,6420256010969
Päärynä Conference Pirkka,1.99,2000796900001
,,6411090041103
Bonus savuketupakka 30g Vaalea Klassikko,6.2,6410105904877
Re-mix pussi 325g choco,2.35,6416453034792
Arla Lempi kreikkalainen jog 6% 300g,1.35,6413300019667
Pirkka peruna-sipulisekoitus 500g,0.79,6410400033524
,,6413467232800
LU Tuc suolakeksi 100g paprika,1.29,5410041066005
Atria nauta-sikajauheliha 400g 20%,3.19,6407830032722
Kesäperuna pesty,1.29,2000624700001
Vaasan ruispalat ohut herkku 12kpl /390g,2.39,6408180733901
,,6430024140484
"Porokylä Arinalimppu 300g, gluteeniton",4.3,6416192082047
Valio Oltermanni juusto 450g 17%,3.95,6408430039371
,,6416021000389
,,6417000011716
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Oivariini 600g normaalisuolainen,3.49,6408430030309
,,2000230000007
"Pirkka kivennäisvesi sitruuna 1,5l kmp",0.75,6410405069177
Valio kevytmaito 1l,0.99,6408430000128
,,6410405184443
Pirkka purukumi pussi 130g xyl spearmint,1.99,6410405105158
Arla luomu kevytmaito 1l,0.99,6413300015041
Pirkka isoja vapaan kanan munia L6 408g,1.35,6410405074737
Tomaatti Suomi,2.75,2000614400003
Snellman savustajan naudanpaisti 120g,3.49,6409620010262
Grillibroileri,6.99,2000196100001
,,6410405149473
Pirkka juustoburgeri 2kpl 280g,2.09,6410405050458
Marabou Mix Daim 200g,2.45,7622210706850
Pirkka jätesäkki 150l musta 10kpl,1.95,6410405097651
Snellman savustettukinkku 150g ohuen TK,2.79,6409620007972
Pirkka piparkakku 350g,1.69,6410405085757
Pirkka AB-jogurtti 400g rukiinen pähkinä,0.79,6410405049834
Valkosipuli,5.95,2000615100001
Fazer Carneval keksi 200g,2.59,6411401083709
Omena Golden Melinda,3.29,2000514600008
Pirkka kiivi 500g,2.69,6410405193858
"Aino 0,9L karpalo&kinus lakton pa",5.35,6430064400753
Sampo tulitikut puntti,0.89,7310680004728
Atria Hiillos makkarapihvi 320g,1.95,6407880080582
Valio kevytmaito 1l,0.99,6408430000128
Valio kevytmaito 1l,0.99,6408430000128
Kotiuuni mustikkatassu 8kpl/360g lakton,3.59,6437005050121
Myllärin mysli 750g hedelmä,4.09,6417510024688
,,6416021000389
Pirkka panna cotta 2x120g caramello,2.25,6410405143488
Juhla Mokka kahvi 500g tummapaahto hj,3.95,6411300164653
Fazer puikula täysjyväruisleipä 330g,1.35,6413467282508
Tuorekurkku Suomi.,2.79,2000604700007
Korpela maalaishyytelö 350g,3.09,6407973890005
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Pouttu pekoni 140g viipaloitu,1.89,6409710005574
Keiju kasvirasvalevite 600g lton 70%,1.99,6438207011620
Oivariini 350g vähärasvainen Hyla,2.65,6408430310883
,,6417000018456
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Pirkka rypäle tumma 500g,3.29,6410405044884
Lotus Just1 12rl wc-paperi,7.25,7322540908022
DLN Nötti Frutti 400g,6.29,7050370109103
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Valio Eila vispikerma 2dl UHT lakton,2.09,6408430014767
Valio Oltermanni 250g,2.39,6408430339556
Pirkka kalapuikko 250g MSC,1.15,6410405090829
K-Menu tomaattisose 70g,0.2,6410405138392
K-Menu merisuola 1kg,0.59,6410405140692
Valio A+ jogurtti 1kg maustamaton rton,2.09,6408430024308
"Pirkka kivennäisvesi appelsiini 1,5l kmp",0.75,6410405069115
,,6417000018456
Pirkka pors kinkkusuik 300g mton suom TK,2.99,6410405091727
Koskenlaskija Ruoka 250g chili lakton,2.85,6408430340224
Tuorekurkku Suomi.,2.79,2000604700007
HK amerikan pekoni 170g original,1.99,6409100046286
Broilerin koipi kg,7.9,2000196500009
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
,,6408790007058
,,6416021000389
Valio Eila rahkavaahto100g hedel lakton,1.15,6408430042821
Belfine halloween tikkari 23g,1.99,5414730415549
,,6407860063666
Oivariini 400g oliiviöljy ja merisuola,2.65,6408430310784
Vaasan Iso moniviljapaahtoleipä 525g,2.15,6437005041020
Valio A+ luonnonjogurtti 1kg lton,2.09,6408430024209
Novita 7V Raita 150g 806 pellavapelto,4.0,6412612728069
"Pirkka mustahermehutiiv ZN+C 0,5l sokton",1.79,6410405196149
Kaalikääryle,13.9,2000204500007
Namelli Pohjanmaan pastilli pussi 150g,0.99,6419178010010
Pirkka perunajauho 500g gluteeniton,0.8,6410405040985
Tuorekurkku Suomi.,2.79,2000604700007
Kivikylä löylylenkki 400g,2.65,6406300000810
Saarioinen meetvurstipizza 200g,1.49,6412000034567
Snellman superior savukinkku 180g,3.59,6409620010064
Valio kevytmaito 1l,0.99,6408430000128
Pirkka miniluumutomaatti 250g,1.39,6410405060457
Pirkka kevytmaito 1 l,0.81,6410405082657
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Wursti possun grillifilee 150g,2.35,6409290001836
"Varasto olut 4.4% 0,5l tlk SI",1.92,6415600541534
Sipuli irto,1.19,2000613700005
Tutti Frutti Choco 325g makeissekoi,2.49,6411401033919
Snellman kunnon karjalanpaisti 500g,6.99,6409620054204
Pirkka perunajauho 500g gluteeniton,0.8,6410405040985
K-Menu vehnäjauho 2kg,0.82,6410405144478
Valio Eila luonnonjogurtti 1kg rton lton,3.49,6408430022175
HK kalkkunan fileeleike 300g ohuen ohut,2.99,6409100045111
"Coca-Cola 1,5l 2-pack",2.69,6415600501842
Lanttu palat,2.99,2000650900000
Keittolounas,6.0,2000293300007
,,6406095020000
Pirkka ylikypsä saunapalvi 400g,2.79,6410405088925
Kulta Katriina kahvi 500g sj,3.45,6420101441542
L&M savuke 24kpl Blue Label,7.6,7622100938446
,,6411750010166
,,6417000018654
Golden omena Pirkka,1.89,2000797100004
Valio kevytkerma 2dl UHT laktoositon,1.15,6408430014903
"Paistopiste hintaryhmä: 1,49",0.0,6410405142283
Maailma Ristikot aikakauslehti,1.95,6414885050083
Pirkka Persimon,2.09,2000585400002
Pirkka ruokakerma 15% 2 dl laktoositon,0.55,6410405093448
,,6417000069311
Valio rasvaton piimä 1l,1.19,6408430001705
,,2367600200000
Glade One Touch 10ml Vanilla täyttö,1.69,5000204957747
Pirkka creme fraiche 18%150g laktoositon,1.09,6410405164629
Flora Vanilla 250ml laktoositon,1.65,8714100726105
Pirkka sipuli makea 350g,1.99,6410405057617
Luomu Banaani Pirkka Reilun kaupan,1.89,2000686300003
"Pullopantti KMP 0,20 yli 0,35L alle 1,0L",0.2,6408641799569
,,6410405121226
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Maatilan Parhaat goudajuusto 300g viip,2.99,6430055270105
Danone Activia 4x125g mustikkajogurtti,1.95,5900643035023
Vaasan ruispalat 12kpl/660g,1.69,6437002001454
Valio pehmeä maitorahka 250 g,0.79,6408430042081
Valio kevytmaito 1l,0.99,6408430000128
Pirkka laktoositon maitojuoma 1 l rton,1.2,6410405095916
"Pullopantti KMP 0,10 eur 0,35l tai alle",0.1,6408641832990
Pirkka kanaburger 2kpl 250g,2.25,6410405057433
Pirkka virike kananmuna M6 348g,0.99,6410405108319
Fazer fasupala 215g daim,2.79,6416453073760
"Aino jäätelö 0,9l wanhan ajan vanilj&man",4.45,6430064400647
Becel kasvirasvalev 400g 38% Kevyt,2.55,8722700246992
"Coca-Cola 1,5l kmp 4-pack",5.89,6415600507530
Valio kermaviili 200g hyla,0.89,6408430004119
Valio vapaan lehmän ykkösmaito 1l,0.99,6408430000111
Meira perunakuorrute 35g Tulinen paprika,1.15,6414201005490
Felix punajuuri 570/380g viipale,1.59,6424908512207
Pirkka geeliraikastin 150g lemon,1.65,6410405187079
K-Menu kissan patee 100g häränliha,0.3,6410405121189
Pirkka tomaattiketsuppi 730g,1.59,6410405120526
Vaasan kauratyynyt 6kpl 360g,1.99,6437005053368
Euro Shopper maksalaatikko 400g,1.49,6410405083906
Flora margariini 400g 60% normaalisuola,1.55,8722700234524
,,6407870072429
K-Menu suodatinpus 1x4/200 valkaisematon,1.19,6410405144515
Perunasose Kotikeittiön,10.9,2000287200009
Pouttu pizzasuikale 250g,1.59,6409710007882
"Ekströms sekamehu 0,95l mansikka",7.55,7310470348254
Vaasan ruispalat ohut herkku 6kpl/195g,1.39,6408180733260
Valiojogurtti 1kg uuniomena,1.69,6408430020072
Pirkka nuudeli 60g liha,0.39,6410405144744
Sallinen mantelijauhe 75g,1.59,6436501000449
Pirkka peruna 1kg vihreä,1.09,6410405195005
"Hartwall Jaffa Mustikka 1,5l kmp",2.59,6413600147220
Satsuma,1.89,2000528000009
Kivikylä löylylenkki 400g,2.65,6406300000810
Vesimeloni pala(punainen),2.99,2000504800005
Fazerin Parhain 220g täytekaramelli,2.69,6411401035807
error,,64008899
Valio Hyvä suom Arki kevytmaitojuoma 1l,0.89,6408430000449
Valio kerrosviili 200g persik-mango hyla,0.7,6408430040254
Porkkana 1kg Suomi 1lk,1.29,6415350000022
,,6416021000389
Pirkka kevytmaito 1 l,0.81,6410405082657
Snellman kotimainen meetvursti 220g,2.49,6409620003486
Estrella Manhattan Sourcream/onion 275g,2.35,7310532105986
Malaco TV Mix pussi 110g original,1.19,6420256010815
Pirkka kuohukerma 2dl,0.85,6410405142597
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Pirkka krakovanmakkara 250g,2.15,6410402022717
Saarioinen hedelmä-vaniljakiisseli 200g,1.75,6412000033188
Valio Eila maitojuoma 3% 1l lakton,2.15,6408430000296
,,6407950000083
Pirkka paprika 300g 2kpl,1.59,6410405046109
Ingman jäätelö 1L valk kuningatar lton,2.95,8000920779750
Pirkka ohut valkosipulimeetvursti 180g,1.89,6410405108395
Pirkka peruna-sipulisekoitus 500g,0.79,6410400033524
Pirkka tonnikalapala 200/150g vedessä,1.69,6410402010332
Pirkka Parh korppukinkku 250g ylikypsä,2.99,6410405155702
,,6417000016018
,,6416021000389
Vaasan lounassämpylä 8kpl/320g vaalea,0.0,6437005050169
HK herkkumaksamakkara 300g,2.35,6409100050627
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Satsuma,1.89,2000528000009
Marabou Homestyle cookies 182g suklaa,2.59,7622210406118
Danone Activia 4x125g sitruunajogurtti,1.95,5900643034996
,,6417000017312
Päärynä Conference Pirkka,1.99,2000796900001
Golden omena Pirkka,1.89,2000797100004
Grillibroileri,6.99,2000196100001
Pirkka Syöntik.Avocado,8.9,2000388400001
Juhla Mokka kahvi 500g tummapaahto hj,3.95,6411300164653
error,,59064367
Arla Lempi kreikkalainen jog 6% 300g,1.35,6413300019667
K-Menu Vanilliinisokeri 400g,2.19,6410405136077
Maggi Kirkas lihaliemi 100g 10palaa,1.35,8585002411556
Marli Juissi 1l Mandariinimehujuoma,1.09,6415130027973
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Pirkka juokseva kasviöljyvalmiste 500ml,1.19,6410405141316
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Tapola savulenkki 550g,3.19,6409490000165
Valio kevytviili 200g,0.53,6408430004324
Papa Rafkin pizza 400g bologn sal,3.65,6430104958343
Apetit peruna-sipulisekoitus1kg kotim pa,1.59,6430104924409
Oreo original täytekeksi 154g vanilja,1.75,7622300336738
Pirkka wc-paperi 6rl valkoinen,2.39,6410405174567
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
"Karhu olut 4,6% 0,33l tlk 8-pack",12.72,6415600002806
Valio koskenlaskija Ruoka 250g cheddar,3.2,6408430339433
Savustettu kala muu,0.0,2000442800006
"Aino 0,9L karpalo&kinus lakton pa",5.35,6430064400753
Valio kreikkal jog 150g mans lakton,0.99,6408430024841
Broiler rintafile 400g,4.99,6405406751008
Tuoppi kaljamallas 1kg,3.59,6421000090008
Pirkka porkkana 500g Suomi 1lk,0.95,6410402008919
Valio vapaan lehmän täysmaito 1l,1.25,6408430000135
Marli Juissi 1l Ananas-appelsimehujuoma,1.09,6415130028024
Valmisruoka-ateria muu,0.0,2000291100005
Pirkka kissan annosateria 100g kana,0.45,6410405165343
Pirkka punajuurisalaatti 400g,1.85,6410400034200
Grillibroileri,6.99,2000196100001
Valio kevytmaito 1l,0.99,6408430000128
Pirkka rasvaton piimä 1 l,1.05,6410405079626
,,6416021000389
Pirkka kermaviili 200g laktoositon,0.59,6410405140586
"Aino jäätelö 0,9l vanilja-valkosuklaa pa",4.45,6430064400791
"Pirkka omenasiiderijuoma 1,5l kmp",1.99,6410405189882
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Päärynä Conference Pirkka,1.99,2000796900001
Hunajameloni pala,2.99,2000504700008
,,6416021000389
Valio Hyvä suom Arki kevytmaitojuoma 1l,0.89,6408430000449
Marabou maitosuklaa levy 200g RFA,1.99,7310511210403
Pingviini jäätelö 1l kuningatar lakt,2.89,6417901002707
K-menu pizzapohja 360g/4kpl,1.55,6410405144812
Herkkutilan sinihomejuusto 100g,1.79,6430053731110
Atria sienisalaatti 250g,2.69,6407860063475
Jääsalaatti 100g pussi Suomi 1lk,0.99,6415350002118
"Kane's Soda Pop Chula Vista Cr 0,33l kl",1.65,4770301230579
Pirkka kissan annosateria 100g häränliha,0.45,6410405165367
Pirkka suomalainen rasvaton maito 1l,0.73,6410405181411
Pirkka sitruunamuffinit 2kpl/160g,1.25,6410402015054
Pirkka pehmeärakent koiranmakkara 500g,1.19,6410405151247
FAST Pudix prot vanukas 200g suklaa,1.75,6430056282107
Meira laakerinlehti 4g,0.99,6414200125809
"Pirkka kivennäisvesi sitruuna 1,5l kmp",0.75,6410405069177
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka hautakynttilä 20h sadesuojalla,0.6,6410405194718
Arla Ihana Greek style jog 150g pass ltn,0.89,6413300018561
Tutti Frutti pussi 170g fruity choco,1.49,6416453036321
Elonen halloween kakku kurpitsa 500g,5.99,6410580008633
Tupla Maxi suklaapatukka 50g UTZ,0.67,6420256014134
Pirkka omenatäysmehu 1l,0.95,6410405192189
PORVOON HERKKU LAKRITSI,7.56,2000960300002
Atria viljaporsaan filee,8.95,2378205700000
Appelsiini Egypti 1lk,0.0,2000510800006
Broilerin koipi kg,7.9,2000196500009
Pullopantti KLP kaikki tilavuudet kpl,0.1,6408640995924
Grillikylki Kuumana,12.95,2000198000002
,,6430024140484
Broilerin koipi kg,7.9,2000196500009
Pirkka ylikypsä saunapalvi 400g,2.79,6410405088925
Pirkka kevytmaito 1 l,0.81,6410405082657
"Aino jäätelö 0,9L Suolainen Kinuski",4.45,6417901010740
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Porkkana pesty 1lk,1.49,2000610500004
Pirkka hautakynttilä 100h sadesuojalla,1.59,6410405194695
Maustekurkku Herkkumaa,3.95,2000218500000
error,,64008899
"Paistopiste hintaryhmä: 0,79",0.0,6410405142269
Pirkka rypäle tumma 500g,3.29,6410405044884
Pirkka porsaan uuniliha suomalainen,6.99,2386449400006
Dr.Oetker Paula Mini 6x50g suklaavanukas,1.65,4023600006797
Jääsalaatti 100g pussi Suomi 1lk,0.99,6415350002118
Kulta Katriina kahvi 500g pj,3.45,6420101441528
Santa Maria basilika 6g,0.79,7311311004087
Atria keittokinkkuleike 350g,3.19,6407880084245
Juhla Mokkakahvi 500g sj,3.95,6411300000494
,,6416021000389
HK camping 400g original,2.35,6409100050993
Pirkka rasvaton maito 1 l,0.59,6410405082626
Iltalehti maanantai,1.8,6414880251140
Jyväshyvä suklaapisara keksi 420g,2.49,7622300595487
Pirkka laktoositon maitojuoma 1l 3%,1.3,6410405121301
Festivaldi lakritsi Väyrysen pää 225g,1.65,8717524965242
,,6414450000086
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Rypäle vihreä 500g,1.99,6006258002388
Kalinka jogurtti 150g mustikka vlakt,0.51,6413300000658
Valio kevytmaito 1l,0.99,6408430000128
Pirkka rasvaton maito 1 l,0.59,6410405082626
K-Menu piparkakku 400g,1.29,6410405140609
"Kortti lis 1,20",1.2,6433300070239
Yleisperuna harjattu,0.69,2000681000007
Bataatti,3.29,2000600100009
Tomaatti Suomi,2.75,2000614400003
Kiivihedelmä,5.29,2000576700005
Broilerin koipi kg,7.9,2000196500009
Gourmet Perle pussi 85g lohi,0.85,7613030473466
Fazer Copenhagen 130g rasberry&liquorice,1.89,6416453018235
Vaasan piimälimppu 400g viipaloitu,2.09,6437002104940
Valio Oltermanni 250g,2.39,6408430339556
Pirkka kevytkerma 2dl laktoositon,0.65,6410405174734
Laitilan Bebe-leivos 2kpl,4.99,6430022835009
Halti Siena mid DM nastakenk mu 38,49.0,6438361318818
"Sandels olut 4,7% 0,33l tlk SI",1.1,6419800020233
"Karhu olut 4,6% 0,33l tlk SI",1.14,6415600026628
Pirkka hammastikku 100kpl kaksipäinen,1.99,6410400036365
Mini Candy canes minikarkkikepit 96g,2.25,6430032663685
"Paistopiste hintaryhmä: 0,39",0.0,6410405142252
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Pirkka rasvaton piimä 1 l,1.05,6410405079626
Saarioinen suvisalaatti 250g,2.09,6412000035632
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Maatilan Parhaat kermajuusto 300g viip,2.99,6430055270037
"Valio kahvikerma 3,3dl 10% lkton",2.15,6408430014484
Pirkka tuorejuusto 180g ruohosip lakton,1.65,6410405156075
Pirkka herne-maissi-paprika 200g,0.49,6410405044860
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
Päivän lounas,7.95,2000266200006
,,6417000010221
Danone Activia 8x125g mustikkajogurtti,3.65,5410146414497
Valio Hyvä suom Arki kevytmaitojuoma 1l,0.89,6408430000449
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Abba janssonfilee 125/81g,1.85,7311170022802
"Saku olut 4,4% 0,33l tlk SI",0.83,6415600541183
Pirkka hedelmäcocktail 425/250g mehussa,1.49,6410405094506
Pirkka mikropopcorn 3x100g suolattu,1.19,6410405053725
Atria viljaporsaan filee,8.95,2378205700000
Juhla Mokka kahvi 500g tummapaahto hj,3.95,6411300164653
,,6417000019965
Pirkka leivinpaperiarkki 38x42cm 24ark,0.99,6410405060877
,,4740176022111
SM American BBQ kastike 470g savunm.,3.99,7311310028763
Valio kahvikerma 2dl,0.89,6408430001668
"Pirkka päärynäsiideri 4,7% 0,4l kmp",1.99,6410405133007
Purina One kissankuivar 800g sterilcat,5.19,7613032026462
Pirkka kevytmaito 1 l,0.81,6410405082657
,,6410405184320
Pirkka rasvaton maito 1 l,0.59,6410405082626
Taffel Sips 150g poimuperunalastu,1.49,6410381091056
,,6430024140484
,,6416021000389
Atria Hiillos grillimakkara 400g,1.95,6407870074881
K-Menu kananmuna M10 580g,1.35,6410405148094
Danone Activia kausimaku 4x125g,1.99,5900643034880
,,6417000010221
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Wursti chorizo-nakki 250g,2.79,6409290000327
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Pirkka keittokinkku 300g TK,2.79,6410405155610
Mavala Kynsilakka 367 5ml,4.8,7618900913677
Juhla Mokka kahvi 500g tummapaahto hj,3.95,6411300164653
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Vaasan ruispalat ohut herkku 12kpl /390g,2.39,6408180733901
"Karhu olut 4,6% 0,568l tlk",3.3,6415600000352
Creme Bonjour 100g kreikk v-sip lakton,1.79,8710908980619
Vaasan taikaruis täysjyväruisviip 550g,2.15,6437005058660
K-Menu Vaahtokarkki pussi 400g,1.95,6410405147240
"A.Le Coq 0,0% 0,33l tlk",0.8,4740098081333
Valio glögi 1l,1.89,6408430064915
,,6411750000044
Serla Toilet wc-paperi 8rl keltainen,2.59,6414300154327
Iltalehti to sanomalehti,1.8,6414880251485
Saarioinen mansikkahillo 800g,5.49,6412000016112
Pirkka kevytmaito 1 l,0.81,6410405082657
K-Menu appelsiinileivoskeksi 300g,0.99,6410405140548
Valio kevytmaito 1l,0.99,6408430000128
Saarioinen lasagne 700g,5.05,6412000032037
Ilta-Sanomat ke sanomalehti,1.8,6414880021392
,,6417000018555
,,6414270101222
,,6417000049320
Eskimo jättifolio 50m,4.85,6418400067167
Punasipuli irto,1.79,2000623600005
Pirkka papu 300g vihreä ohut,0.69,6410405045713
Kesäperuna pesty,1.29,2000624700001
Chinaman ateriabaari,15.9,2000745400002
Tuorekurkku Suomi.,2.79,2000604700007
Fazer puikula täysjyväruisleipä 330g,1.35,6413467282508
Pirkka suomalainen rasvaton maito 1l,0.73,6410405181411
Oivariini 400g voimakassuolainen,2.65,6408430030323
Hau-Hau Champ makkara 800g riista-riisi,2.15,6430062460001
Herkkutilan sinihomejuustomuru 100g,0.0,6430053731134
OULULAINEN Reissumies Kaura 8 kpl/550g,3.2,6413466101404
,,6416021000389
Pirkka kevytmaito 1 l,0.81,6410405082657
Tapola savulenkki 550g,3.19,6409490000165
,,6416021000389
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
K-Menu vihreä dippikastike 300g,1.39,6410405171115
Pirkka kermajuusto 1 kg lakton,3.79,6410405090959
Delikatess 350g sydänpiparit,1.99,7350002690222
Forssan perunasalaatti 400g,1.95,6409460002724
,,6412167004953
,,6414270101222
Valio Eila maitojuoma 1l lakton rton,1.95,6408430000241
Herkkutilan sinihomejuusto 100g,1.79,6430053731110
Tomaatti Suomi,2.75,2000614400003
Saarioinen punajuurisalaatti 250g,1.69,6412000036981
Saarioinen kirjolohikeitto 300g,1.99,6412000031849
Pirkka valkosipuliperunat 500g pa,1.29,6410405078674
Kuusamon emmentalraaste 150g,1.89,6405020031616
Valio Hyvä suom Arki maitojuoma 1l rton,0.79,6408430000432
Pirkka virike kananmuna M10 580g,1.55,6410405085627
Tomaatti Suomi,2.75,2000614400003
Nicorette 2mg 210kpl fruitmint,31.25,6420610670402
Nicorette 2mg 210kpl fruitmint,31.25,6420610670402
Pirkka maitorahka 250g laktoositon,1.39,6410405150097
ES pikanuudeli 5x65g multipack,1.39,6410405182661
Greenfield tee 25ps vihreä Flying Dragon,2.55,4605246003585
Forssan punajuurisalaatti 400g,1.95,6409460002779
K-Menu sulatejuustoviipale 600g,3.59,6410405136589
Risifrutti riisivälipala 175g mustikka,0.79,7310090776628
HK ylikypsä saunapalvi 300g ohuen ohut,2.99,6409100061463
,,6410405184320
Tuorekurkku Suomi.,2.79,2000604700007
HK kalapaistos 300g,2.75,6409100076122
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka ruokakerma 2dl 10% vl uht,0.57,6410402020263
Tomaatti Suomi,2.75,2000614400003
Pirkka rasvaton maito 1 l,0.59,6410405082626
Ingman kermajäätelö 1l vanilja,1.75,6413300230413
Fazer kuningatarpiiras 440g,4.15,6411402549907
Atria lenkki 500g punainen,2.35,6407870074218
Airwaves extreme purukumi ps 29g,1.19,4009900453349
Saint Agur sinihomejuusto 125g,3.99,3341500006008
Kokkikartano kermaperunat 600g,4.65,6405304002271
Pirkka maalaishyytelö 300g,1.99,6410405154118
Risifrutti riisivälipala 175g metsämarja,0.89,7310090792628
Valkosipuli,5.95,2000615100001
Pirkka virike kananmuna M10 580g,1.55,6410405085627
Arla Apetina Snack 100g aurinkokuiv tom,1.85,5760466987806
Pouttu kannuswursti 250g,2.3,6409710004584
Kulta Katriina kahvi 500g pj,3.45,6420101441528
Jyväshyvä suklaapisara keksi 420g,2.49,7622300595487
Maustekurkku Herkkumaa,3.95,2000218500000
,,6417000015424
"Aino jäätelö 0,9l uuniomena",4.45,6417901000253
Satsuma,1.89,2000528000009
Kotivara Venäläinen meetvursti 170g sii,2.69,6409630007078
Trube voikierrepitko 400g,3.99,6407790031414
Pirkka paprika 300g 2kpl,1.59,6410405046109
Kulta Katriina kahvi 450g sj luomu,3.45,6420101146447
Nauta sisäpaisti koko/pala,7.56,2000103600006
"Saku olut 4,4% 0,33l tlk 24-pack",19.92,6415600541169
Atria italiansalaatti 400g,1.5,6407860063956
Pirkka suomalainen kevytmaito 1l,0.75,6410405181374
Peruna pesty kiinteä,1.29,2000680900001
K-Menu kuoreton nakki 10kpl/300g,0.95,6410405193018
Valio Hyvä suomal Arki juustoviip 500 g,4.79,6408430338313
Ingman Creamy 850ml Mustikka-valkosukaa,3.49,8714100627976
Arla Tolkuton cheddar 480g viipaleet,5.69,5000246726905
"Pirkka lager olut 0,5l 4,7% 4-pack tlk",7.36,6410405069566
Oltermanni 300g viipale,3.99,6408430340521
Sitruuna,2.69,2000528900002
Koskenlaskija sulatejuusto 250g savuporo,3.09,6408430038909
Fazer rukiinen riisipiirakka 6 kpl 420g,2.15,6413466015305
K-Menu ohuen ohu kalkkunafileeleike 150g,1.39,6410405155825
Yleisperuna harjattu,0.69,2000681000007
MK kultamuna M10 53-63g 580g vapaa,1.69,6431005105805
Pirkka salaattij 375g/200g öljy lakton,2.89,6410405167521
Heinz Chili sauce 340g,3.19,5900783007867
"Pirkka III-olut 0,33l 4,5% tlk SI",0.93,6410405091260
Pirkka kevytmaito 1 l,0.81,6410405082657
Pirkka kinkkupasteija 125g,1.59,6410400043868
"Olvi III 4,5% 0,33l tlk 8-pack",11.84,6419800020417
Sipuli irto,1.19,2000613700005
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Gefilus mehumaito 1l appelsiini-mango,2.19,6408430061792
Tomaatti Suomi,2.75,2000614400003
Fazer ruispuikulat 9kpl/500g,1.85,6411402202208
Muumi N yöpaita Sade pun XXL,29.95,6416844793741
"Karhu III olut 0,5l 4,6% 6-pack tlk",14.52,6415600080484
error,,64008899
"Pirkka III-olut 0,33l 4,5% tlk SI",0.93,6410405091260
Peruna Maatilan Annabelle 1kg Suomi,1.29,6430012991463
Novita 7 Veljestä 150g 394 nurmikko,4.0,6412612763947
Valio Oltermanni 250g,2.39,6408430339556
Belfine halloween tikkari 23g,1.99,5414730415549
K-Menu tuorekelmu 29cmx60m,1.26,6410405148490
,,6416021000389
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Valio kahvikerma 2dl,0.89,6408430001668
Pirkka suihkusaippua 250ml Coconut,1.25,6410405156358
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Knorr kermakastike 3x 31g/3dl,1.69,8722700270041
"Pirkka Cola light 1,5l kmp",1.39,6410405176011
,,6418255000609
Fazer Hazelnut Thins 100g keksi,2.89,6416453554726
